id,scientificName,family,genus,specificEpithet,infraspecificEpithet,taxonRank,scientificNameAuthorship
9558,Symphyotrichum falcatum (Lindley) G.L. Nesom var. falcatum,Asteraceae,Symphyotrichum,falcatum,falcatum,variety,(Lindley) G.L. Nesom
3628,Tonestus lyallii (A. Gray) A. Nelson,Asteraceae,Tonestus,lyallii,,species,(A. Gray) A. Nelson
3631,Townsendia hookeri Beaman,Asteraceae,Townsendia,hookeri,,species,Beaman
3632,Townsendia parryi D.C. Eaton,Asteraceae,Townsendia,parryi,,species,D.C. Eaton
2979,Chaenactis douglasii (Hooker) Hooker & Arnott var. douglasii,Asteraceae,Chaenactis,douglasii,douglasii,variety,(Hooker) Hooker & Arnott
2926,Bidens amplissima Greene,Asteraceae,Bidens,amplissima,,species,Greene
2928,Bidens beckii Torrey ex Sprengel,Asteraceae,Bidens,beckii,,species,Torrey ex Sprengel
2930,Bidens cernua Linnaeus,Asteraceae,Bidens,cernua,,species,Linnaeus
2934,Bidens frondosa Linnaeus,Asteraceae,Bidens,frondosa,,species,Linnaeus
2941,Bidens vulgata Greene,Asteraceae,Bidens,vulgata,,species,Greene
10903,Bidens comosa (A. Gray) Wiegand,Asteraceae,Bidens,comosa,,species,(A. Gray) Wiegand
3015,Coreopsis tinctoria Nuttall,Asteraceae,Coreopsis,tinctoria,,species,Nuttall
2945,Brickellia grandiflora (Hooker) Nuttall,Asteraceae,Brickellia,grandiflora,,species,(Hooker) Nuttall
29996,Brickellia oblongifolia Nuttall var. oblongifolia,Asteraceae,Brickellia,oblongifolia,oblongifolia,variety,Nuttall
3162,Eutrochium maculatum var. bruneri (A. Gray) E.E. Lamont,Asteraceae,Eutrochium,maculatum,bruneri,variety,(A. Gray) E.E. Lamont
25331,Anaphalis margaritacea (Linnaeus) Bentham & Hooker f. var. margaritacea,Asteraceae,Anaphalis,margaritacea,margaritacea,variety,(Linnaeus) Bentham & Hooker f.
10354,Antennaria alpina subsp. canescens (Lange) Chmielewski,Asteraceae,Antennaria,alpina,canescens,subspecies,(Lange) Chmielewski
2800,Antennaria anaphaloides Rydberg,Asteraceae,Antennaria,anaphaloides,,species,Rydberg
2802,Antennaria corymbosa E.E. Nelson,Asteraceae,Antennaria,corymbosa,,species,E.E. Nelson
2804,Antennaria dimorpha (Nuttall) Torrey & A. Gray,Asteraceae,Antennaria,dimorpha,,species,(Nuttall) Torrey & A. Gray
2805,Antennaria flagellaris (A. Gray) A. Gray,Asteraceae,Antennaria,flagellaris,,species,(A. Gray) A. Gray
2812,Antennaria howellii Greene subsp. howellii,Asteraceae,Antennaria,howellii,howellii,subspecies,Greene
2813,Antennaria howellii subsp. neodioica (Greene) R.J. Bayer,Asteraceae,Antennaria,howellii,neodioica,subspecies,(Greene) R.J. Bayer
2814,Antennaria howellii subsp. petaloidea (Fernald) R. J. Bayer,Asteraceae,Antennaria,howellii,petaloidea,subspecies,(Fernald) R. J. Bayer
2815,Antennaria lanata (Hooker) Greene,Asteraceae,Antennaria,lanata,,species,(Hooker) Greene
2816,Antennaria luzuloides Torrey & A. Gray subsp. luzuloides,Asteraceae,Antennaria,luzuloides,luzuloides,subspecies,Torrey & A. Gray
2818,Antennaria media Greene,Asteraceae,Antennaria,media,,species,Greene
2819,Antennaria microphylla Rydberg,Asteraceae,Antennaria,microphylla,,species,Rydberg
2820,Antennaria monocephala subsp. angustata (Greene) Hultén,Asteraceae,Antennaria,monocephala,angustata,subspecies,(Greene) Hultén
2822,Antennaria monocephala de Candolle subsp. monocephala,Asteraceae,Antennaria,monocephala,monocephala,subspecies,de Candolle
2823,Antennaria neglecta Greene,Asteraceae,Antennaria,neglecta,,species,Greene
2827,Antennaria parvifolia Nuttall,Asteraceae,Antennaria,parvifolia,,species,Nuttall
2832,Antennaria pulcherrima (Hooker) Greene subsp. pulcherrima,Asteraceae,Antennaria,pulcherrima,pulcherrima,subspecies,(Hooker) Greene
2833,Antennaria racemosa Hooker,Asteraceae,Antennaria,racemosa,,species,Hooker
2834,Antennaria rosea subsp. arida (E.E. Nelson) R.J. Bayer,Asteraceae,Antennaria,rosea,arida,subspecies,(E.E. Nelson) R.J. Bayer
2836,Antennaria rosea subsp. confinis (Greene) R.J. Bayer,Asteraceae,Antennaria,rosea,confinis,subspecies,(Greene) R.J. Bayer
2837,Antennaria rosea subsp. pulvinata (Greene) R.J. Bayer,Asteraceae,Antennaria,rosea,pulvinata,subspecies,(Greene) R.J. Bayer
2838,Antennaria rosea Greene subsp. rosea,Asteraceae,Antennaria,rosea,rosea,subspecies,Greene
2840,Antennaria umbrinella Rydberg,Asteraceae,Antennaria,umbrinella,,species,Rydberg
2841,Antennaria ×erigeroides Greene,Asteraceae,Antennaria,×erigeroides,,species,Greene
3177,Gamochaeta ustulata (Nuttall) J. Holub,Asteraceae,Gamochaeta,ustulata,,species,(Nuttall) J. Holub
3179,Gnaphalium palustre Nuttall,Asteraceae,Gnaphalium,palustre,,species,Nuttall
3367,Pseudognaphalium macounii (Greene) Kartesz,Asteraceae,Pseudognaphalium,macounii,,species,(Greene) Kartesz
3369,Pseudognaphalium stramineum (Kunth) Anderberg,Asteraceae,Pseudognaphalium,stramineum,,species,(Kunth) Anderberg
3370,Pseudognaphalium thermale (E.E. Nelson) G.L. Nesom,Asteraceae,Pseudognaphalium,thermale,,species,(E.E. Nelson) G.L. Nesom
3371,Psilocarphus brevissimus Nuttall var. brevissimus,Asteraceae,Psilocarphus,brevissimus,brevissimus,variety,Nuttall
3373,Psilocarphus elatior (A. Gray) A. Gray,Asteraceae,Psilocarphus,elatior,,species,(A. Gray) A. Gray
3374,Psilocarphus tenellus Nuttall,Asteraceae,Psilocarphus,tenellus,,species,Nuttall
3171,Gaillardia aristata Pursh,Asteraceae,Gaillardia,aristata,,species,Pursh
3185,Helenium autumnale Linnaeus,Asteraceae,Helenium,autumnale,,species,Linnaeus
2793,Ambrosia chamissonis (Lessing) Greene,Asteraceae,Ambrosia,chamissonis,,species,(Lessing) Greene
2922,Balsamorhiza deltoidea Nuttall,Asteraceae,Balsamorhiza,deltoidea,,species,Nuttall
2924,Balsamorhiza sagittata (Pursh) Nuttall,Asteraceae,Balsamorhiza,sagittata,,species,(Pursh) Nuttall
3187,Helianthella uniflora subsp. douglasii (Torrey & A. Gray) W.A. Weber,Asteraceae,Helianthella,uniflora,douglasii,subspecies,(Torrey & A. Gray) W.A. Weber
3198,Helianthus nuttallii Torrey & A. Gray subsp. nuttallii,Asteraceae,Helianthus,nuttallii,nuttallii,subspecies,Torrey & A. Gray
3200,Helianthus nuttallii subsp. rydbergii (Britton) R.W. Long,Asteraceae,Helianthus,nuttallii,rydbergii,subspecies,(Britton) R.W. Long
3256,Iva axillaris Pursh,Asteraceae,Iva,axillaris,,species,Pursh
3258,Jaumea carnosa (Lessing) A. Gray,Asteraceae,Jaumea,carnosa,,species,(Lessing) A. Gray
3381,Ratibida columnifera (Nuttall) Wooton & Standley,Asteraceae,Ratibida,columnifera,,species,(Nuttall) Wooton & Standley
12760,Xanthium orientale Linnaeus,Asteraceae,Xanthium,orientale,,species,Linnaeus
2798,Anisocarpus madioides Nuttall,Asteraceae,Anisocarpus,madioides,,species,Nuttall
2855,Arnica chamissonis Lessing,Asteraceae,Arnica,chamissonis,,species,Lessing
2856,Arnica cordifolia Hooker,Asteraceae,Arnica,cordifolia,,species,Hooker
2857,Arnica fulgens Pursh,Asteraceae,Arnica,fulgens,,species,Pursh
2858,Arnica gracilis Rydberg,Asteraceae,Arnica,gracilis,,species,Rydberg
2865,Arnica latifolia Bongard,Asteraceae,Arnica,latifolia,,species,Bongard
2866,Arnica lessingii (Torrey & A. Gray) Greene,Asteraceae,Arnica,lessingii,,species,(Torrey & A. Gray) Greene
2867,Arnica lonchophylla Greene,Asteraceae,Arnica,lonchophylla,,species,Greene
2868,Arnica longifolia D.C. Eaton,Asteraceae,Arnica,longifolia,,species,D.C. Eaton
2869,Arnica louiseana Farr,Asteraceae,Arnica,louiseana,,species,Farr
2870,Arnica mollis Hooker,Asteraceae,Arnica,mollis,,species,Hooker
2871,Arnica ovata Greene,Asteraceae,Arnica,ovata,,species,Greene
2872,Arnica parryi A. Gray,Asteraceae,Arnica,parryi,,species,A. Gray
2873,Arnica rydbergii Greene,Asteraceae,Arnica,rydbergii,,species,Greene
2874,Arnica sororia Greene,Asteraceae,Arnica,sororia,,species,Greene
2852,Arnica angustifolia Vahl subsp. angustifolia,Asteraceae,Arnica,angustifolia,angustifolia,subspecies,Vahl
2854,Arnica angustifolia subsp. tomentosa (J.M. Macoun) G.W. Douglas &  Ruyle-Douglas,Asteraceae,Arnica,angustifolia,tomentosa,subspecies,(J.M. Macoun) G.W. Douglas &  Ruyle-Douglas
2859,Arnica griscomii subsp. frigida (C.A. Meyer ex Iljin) S.J. Wolf,Asteraceae,Arnica,griscomii,frigida,subspecies,(C.A. Meyer ex Iljin) S.J. Wolf
2862,Arnica lanceolata subsp. prima (Maguire) Strother & S.J. Wolf,Asteraceae,Arnica,lanceolata,prima,subspecies,(Maguire) Strother & S.J. Wolf
3139,Eriophyllum lanatum var. leucophyllum (de Candolle) W.R. Carter,Asteraceae,Eriophyllum,lanatum,leucophyllum,variety,(de Candolle) W.R. Carter
3213,Hemizonella minima (A. Gray) A. Gray,Asteraceae,Hemizonella,minima,,species,(A. Gray) A. Gray
3272,Lasthenia glaberrima de Candolle,Asteraceae,Lasthenia,glaberrima,,species,de Candolle
3273,Lasthenia maritima (A. Gray) M.C. Vasey,Asteraceae,Lasthenia,maritima,,species,(A. Gray) M.C. Vasey
3298,Madia exigua (J.E. Smith) A. Gray,Asteraceae,Madia,exigua,,species,(J.E. Smith) A. Gray
3300,Madia gracilis (Smith) D.D. Keck & J.C. Clausen ex Applegate,Asteraceae,Madia,gracilis,,species,(Smith) D.D. Keck & J.C. Clausen ex Applegate
2948,Cacaliopsis nardosmia (A. Gray) A. Gray,Asteraceae,Cacaliopsis,nardosmia,,species,(A. Gray) A. Gray
3046,Crocidium multicaule Hooker,Asteraceae,Crocidium,multicaule,,species,Hooker
3294,Luina hypoleuca Bentham,Asteraceae,Luina,hypoleuca,,species,Bentham
3323,Packera cana (Hooker) W.A. Weber & Á. Löve,Asteraceae,Packera,cana,,species,(Hooker) W.A. Weber & Á. Löve
3324,Packera contermina (Greenman) J.F. Bain,Asteraceae,Packera,contermina,,species,(Greenman) J.F. Bain
3329,Packera indecora (Greene) Á. Löve & D. Löve,Asteraceae,Packera,indecora,,species,(Greene) Á. Löve & D. Löve
3330,Packera macounii (Greene) W.A. Weber & Á. Löve,Asteraceae,Packera,macounii,,species,(Greene) W.A. Weber & Á. Löve
3332,Packera ogotorukensis (Packer) Á. Löve & D. Löve,Asteraceae,Packera,ogotorukensis,,species,(Packer) Á. Löve & D. Löve
3333,Packera pauciflora (Pursh) Á. Löve & D. Löve,Asteraceae,Packera,pauciflora,,species,(Pursh) Á. Löve & D. Löve
30510,Packera paupercula (Michaux) Á. Löve & D. Löve var. paupercula,Asteraceae,Packera,paupercula,paupercula,variety,(Michaux) Á. Löve & D. Löve
3335,Packera plattensis (Nuttall) W.A. Weber & Á. Löve,Asteraceae,Packera,plattensis,,species,(Nuttall) W.A. Weber & Á. Löve
3336,Packera pseudaurea (Rydberg) W.A. Weber & Á. Löve var. pseudaurea,Asteraceae,Packera,pseudaurea,pseudaurea,variety,(Rydberg) W.A. Weber & Á. Löve
3341,Packera streptanthifolia (Greene) W.A. Weber & Á. Löve,Asteraceae,Packera,streptanthifolia,,species,(Greene) W.A. Weber & Á. Löve
3343,Packera subnuda var. moresbiensis (Calder & Roy L. Taylor)  Trock,Asteraceae,Packera,subnuda,moresbiensis,variety,(Calder & Roy L. Taylor)  Trock
3345,Packera subnuda (de Candolle) Trock & T.M. Barkley var. subnuda,Asteraceae,Packera,subnuda,subnuda,variety,(de Candolle) Trock & T.M. Barkley
31159,Packera heterophylla (Fischer) E. Wiebe,Asteraceae,Packera,heterophylla,,species,(Fischer) E. Wiebe
3348,Petasites frigidus (Linnaeus) Fries var. frigidus,Asteraceae,Petasites,frigidus,frigidus,variety,(Linnaeus) Fries
3350,Petasites frigidus var. palmatus (Aiton) Cronquist,Asteraceae,Petasites,frigidus,palmatus,variety,(Aiton) Cronquist
3351,Petasites frigidus var. sagittatus (Banks ex Pursh) Cherniawsky,Asteraceae,Petasites,frigidus,sagittatus,variety,(Banks ex Pursh) Cherniawsky
3352,Petasites frigidus var. ×vitifolius (Greene) Cherniawsky,Asteraceae,Petasites,frigidus,×vitifolius,variety,(Greene) Cherniawsky
3402,Senecio elmeri Piper,Asteraceae,Senecio,elmeri,,species,Piper
3407,Senecio hydrophiloides Rydberg,Asteraceae,Senecio,hydrophiloides,,species,Rydberg
3408,Senecio hydrophilus Nuttall,Asteraceae,Senecio,hydrophilus,,species,Nuttall
3415,Senecio lugens Richardson,Asteraceae,Senecio,lugens,,species,Richardson
3416,Senecio megacephalus Nuttall,Asteraceae,Senecio,megacephalus,,species,Nuttall
3417,Senecio pseudoarnica Lessing,Asteraceae,Senecio,pseudoarnica,,species,Lessing
3419,Senecio sheldonensis A.E. Porsild,Asteraceae,Senecio,sheldonensis,,species,A.E. Porsild
3422,Senecio triangularis Hooker,Asteraceae,Senecio,triangularis,,species,Hooker
3403,Senecio eremophilus Richardson var. eremophilus,Asteraceae,Senecio,eremophilus,eremophilus,variety,Richardson
3405,Senecio fremontii Torrey & A. Gray var. fremontii,Asteraceae,Senecio,fremontii,fremontii,variety,Torrey & A. Gray
3409,Senecio integerrimus var. exaltatus (Nuttall) Cronquist,Asteraceae,Senecio,integerrimus,exaltatus,variety,(Nuttall) Cronquist
3412,Senecio integerrimus var. ochroleucus (A. Gray) Cronquist,Asteraceae,Senecio,integerrimus,ochroleucus,variety,(A. Gray) Cronquist
3618,Tephroseris frigida (Richardson) Holub,Asteraceae,Tephroseris,frigida,,species,(Richardson) Holub
3620,Tephroseris lindstroemii (Ostenfeld) Á. Löve & D. Löve,Asteraceae,Tephroseris,lindstroemii,,species,(Ostenfeld) Á. Löve & D. Löve
3621,Tephroseris palustris (Linnaeus) Reichenbach,Asteraceae,Tephroseris,palustris,,species,(Linnaeus) Reichenbach
3622,Tephroseris yukonensis (A.E. Porsild) Holub,Asteraceae,Tephroseris,yukonensis,,species,(A.E. Porsild) Holub
33410,Tephroseris newcombei (Greene) B. Nordenstam & Pelser,Asteraceae,Tephroseris,newcombei,,species,(Greene) B. Nordenstam & Pelser
3623,Tetradymia canescens de Candolle,Asteraceae,Tetradymia,canescens,,species,de Candolle
2989,Cirsium brevistylum Cronquist,Asteraceae,Cirsium,brevistylum,,species,Cronquist
2991,Cirsium drummondii Torrey & A. Gray,Asteraceae,Cirsium,drummondii,,species,Torrey & A. Gray
2994,Cirsium flodmanii (Rydberg) Arthur,Asteraceae,Cirsium,flodmanii,,species,(Rydberg) Arthur
2995,Cirsium foliosum (Hooker) de Candolle,Asteraceae,Cirsium,foliosum,,species,(Hooker) de Candolle
2997,Cirsium hookerianum Nuttall,Asteraceae,Cirsium,hookerianum,,species,Nuttall
3005,Cirsium undulatum (Nuttall) Sprengel,Asteraceae,Cirsium,undulatum,,species,(Nuttall) Sprengel
3007,Cirsium ×vancouverense R.J. Moore & Frankton,Asteraceae,Cirsium,×vancouverense,,species,R.J. Moore & Frankton
2992,Cirsium edule var. macounii (Greene) D.J. Keil,Asteraceae,Cirsium,edule,macounii,variety,(Greene) D.J. Keil
3003,Cirsium scariosum Nuttall var. scariosum,Asteraceae,Cirsium,scariosum,scariosum,variety,Nuttall
3397,Saussurea americana D.C. Eaton,Asteraceae,Saussurea,americana,,species,D.C. Eaton
3401,Saussurea nuda Ledebour,Asteraceae,Saussurea,nuda,,species,Ledebour
3398,Saussurea angustifolia (Linnaeus) de Candolle var. angustifolia,Asteraceae,Saussurea,angustifolia,angustifolia,variety,(Linnaeus) de Candolle
3400,Saussurea angustifolia var. yukonensis A.E. Porsild,Asteraceae,Saussurea,angustifolia,yukonensis,variety,A.E. Porsild
2778,Agoseris aurantiaca (Hooker) Greene var. aurantiaca,Asteraceae,Agoseris,aurantiaca,aurantiaca,variety,(Hooker) Greene
2780,Agoseris glauca var. dasycephala (Torrey & A. Gray) Jepson,Asteraceae,Agoseris,glauca,dasycephala,variety,(Torrey & A. Gray) Jepson
2782,Agoseris glauca (Pursh) Rafinesque var. glauca,Asteraceae,Agoseris,glauca,glauca,variety,(Pursh) Rafinesque
2783,Agoseris grandiflora var. leptophylla G.I. Baird,Asteraceae,Agoseris,grandiflora,leptophylla,variety,G.I. Baird
2785,Agoseris heterophylla (Nuttall) Greene var. heterophylla,Asteraceae,Agoseris,heterophylla,heterophylla,variety,(Nuttall) Greene
3022,Crepis acuminata Nuttall,Asteraceae,Crepis,acuminata,,species,Nuttall
3023,Crepis atribarba A. Heller,Asteraceae,Crepis,atribarba,,species,A. Heller
3027,Crepis intermedia A. Gray,Asteraceae,Crepis,intermedia,,species,A. Gray
3028,Crepis modocensis Greene subsp. modocensis,Asteraceae,Crepis,modocensis,modocensis,subspecies,Greene
3030,Crepis modocensis subsp. rostrata (Coville) Babcock & Stebbins,Asteraceae,Crepis,modocensis,rostrata,subspecies,(Coville) Babcock & Stebbins
3033,Crepis occidentalis subsp. conjuncta Babcock & Stebbins,Asteraceae,Crepis,occidentalis,conjuncta,subspecies,Babcock & Stebbins
3035,Crepis occidentalis subsp. costata (A. Gray) Babcock & Stebbins,Asteraceae,Crepis,occidentalis,costata,subspecies,(A. Gray) Babcock & Stebbins
3036,Crepis occidentalis Nuttall subsp. occidentalis,Asteraceae,Crepis,occidentalis,occidentalis,subspecies,Nuttall
3037,Crepis occidentalis subsp. pumila (Rydberg) Babcock & Stebbins,Asteraceae,Crepis,occidentalis,pumila,subspecies,(Rydberg) Babcock & Stebbins
3042,Crepis runcinata (E. James) Torrey & A. Gray subsp. runcinata,Asteraceae,Crepis,runcinata,runcinata,subspecies,(E. James) Torrey & A. Gray
3219,Hieracium albiflorum Hooker,Asteraceae,Hieracium,albiflorum,,species,Hooker
3236,Hieracium scouleri Hooker,Asteraceae,Hieracium,scouleri,,species,Hooker
34086,Hieracium umbellatum Linnaeus subsp. umbellatum,Asteraceae,Hieracium,umbellatum,umbellatum,subspecies,Linnaeus
3238,Hieracium triste Willdenow ex Sprengel,Asteraceae,Hieracium,triste,,species,Willdenow ex Sprengel
3262,Lactuca biennis (Moench) Fernald,Asteraceae,Lactuca,biennis,,species,(Moench) Fernald
34149,Lactuca oblongifolia Nuttall,Asteraceae,Lactuca,oblongifolia,,species,Nuttall
3295,Lygodesmia juncea (Pursh) D. Don ex Hooker,Asteraceae,Lygodesmia,juncea,,species,(Pursh) D. Don ex Hooker
3304,Microseris bigelovii (A. Gray) Schultz-Bipontinus,Asteraceae,Microseris,bigelovii,,species,(A. Gray) Schultz-Bipontinus
3305,Microseris borealis (Bongard)  Schultz-Bipontinus,Asteraceae,Microseris,borealis,,species,(Bongard)  Schultz-Bipontinus
3306,Microseris nutans (Hooker)  Schultz-Bipontinus,Asteraceae,Microseris,nutans,,species,(Hooker)  Schultz-Bipontinus
3312,Nothocalais troximoides (A. Gray) Greene,Asteraceae,Nothocalais,troximoides,,species,(A. Gray) Greene
3364,Nabalus racemosus (Michaux) Hooker,Asteraceae,Nabalus,racemosus,,species,(Michaux) Hooker
3365,Nabalus sagittatus (A. Gray) Rydberg,Asteraceae,Nabalus,sagittatus,,species,(A. Gray) Rydberg
34179,Nabalus hastatus (Lessing) A. Heller,Asteraceae,Nabalus,hastatus,,species,(Lessing) A. Heller
3520,Stephanomeria tenuifolia (Rafinesque) H.M. Hall,Asteraceae,Stephanomeria,tenuifolia,,species,(Rafinesque) H.M. Hall
3606,Taraxacum alaskanum Rydberg,Asteraceae,Taraxacum,alaskanum,,species,Rydberg
3608,Taraxacum ceratophorum (Ledebour) de Candolle,Asteraceae,Taraxacum,ceratophorum,,species,(Ledebour) de Candolle
3611,Taraxacum hyparcticum Dahlstedt,Asteraceae,Taraxacum,hyparcticum,,species,Dahlstedt
9561,Taraxacum scopulorum (A. Gray) Rydberg,Asteraceae,Taraxacum,scopulorum,,species,(A. Gray) Rydberg
3644,Uropappus lindleyi (de Candolle) Nuttall,Asteraceae,Uropappus,lindleyi,,species,(de Candolle) Nuttall
3026,Askellia elegans (Hooker) W.A. Weber,Asteraceae,Askellia,elegans,,species,(Hooker) W.A. Weber
27617,Askellia pygmaea (Ledebebour) Sennikov,Asteraceae,Askellia,pygmaea,,species,(Ledebebour) Sennikov
2775,Adenocaulon bicolor Hooker,Asteraceae,Adenocaulon,bicolor,,species,Hooker
3785,Lithospermum incisum Lehmann,Boraginaceae,Lithospermum,incisum,,species,Lehmann
3788,Lithospermum ruderale Douglas ex Lehmann,Boraginaceae,Lithospermum,ruderale,,species,Douglas ex Lehmann
3768,Hackelia ciliata (Douglas ex Lehmann) I.M. Johnston,Boraginaceae,Hackelia,ciliata,,species,(Douglas ex Lehmann) I.M. Johnston
3773,Hackelia floribunda (Lehmann) I.M. Johnston,Boraginaceae,Hackelia,floribunda,,species,(Lehmann) I.M. Johnston
3774,Hackelia micrantha (Eastwood) J.L. Gentry,Boraginaceae,Hackelia,micrantha,,species,(Eastwood) J.L. Gentry
3771,Hackelia diffusa (Lehmann) I.M. Johnston var. diffusa,Boraginaceae,Hackelia,diffusa,diffusa,variety,(Lehmann) I.M. Johnston
12895,Hackelia americana (A. Gray) Fernald,Boraginaceae,Hackelia,americana,,species,(A. Gray) Fernald
3778,Lappula occidentalis var. cupulata (A. Gray) Higgins,Boraginaceae,Lappula,occidentalis,cupulata,variety,(A. Gray) Higgins
3780,Lappula occidentalis (Watson) Greene var. occidentalis,Boraginaceae,Lappula,occidentalis,occidentalis,variety,(Watson) Greene
32849,Lappula fremontii (Torrey) Greene,Boraginaceae,Lappula,fremontii,,species,(Torrey) Greene
32851,Lappula montana Greene,Boraginaceae,Lappula,montana,,species,Greene
3792,Mertensia longiflora Greene,Boraginaceae,Mertensia,longiflora,,species,Greene
3797,Mertensia paniculata var. borealis (J.F. Macbride) L.O. Williams,Boraginaceae,Mertensia,paniculata,borealis,variety,(J.F. Macbride) L.O. Williams
3798,Mertensia paniculata (Aiton) G. Don var. paniculata,Boraginaceae,Mertensia,paniculata,paniculata,variety,(Aiton) G. Don
3793,Mertensia maritima (Linnaeus) Gray subsp. maritima,Boraginaceae,Mertensia,maritima,maritima,subspecies,(Linnaeus) Gray
3801,Myosotis asiatica (Vestergren ex Hultén) Schischkin & Sergievskja,Boraginaceae,Myosotis,asiatica,,species,(Vestergren ex Hultén) Schischkin & Sergievskja
3803,Myosotis laxa Lehmann,Boraginaceae,Myosotis,laxa,,species,Lehmann
3808,Myosotis verna Nuttall,Boraginaceae,Myosotis,verna,,species,Nuttall
31157,"Andersonglossum boreale (Fernald) Jiménez-Mejías, J.I. Cohen & Naczi",Boraginaceae,Andersonglossum,boreale,,species,"(Fernald) Jiménez-Mejías, J.I. Cohen & Naczi"
